id,user_id,card_id,tcg,image_url,created_at,purchase_price
6c3a4d05-303c-454e-a83d-60d54bf8cf2e,ba3e96eb-1198-4820-a607-c87b8139e72d,/OnePiece/Products/Singles/Unnumbered-Promos-Japanese/MonkeyDLuffy-ST13-003-V3,OnePiece,,2026-07-21 12:12:56.961453+00,20
6cf21759-961f-435e-9cf9-16c0bd677837,ba3e96eb-1198-4820-a607-c87b8139e72d,/OnePiece/Products/Singles/Promos-Japanese/MonkeyDLuffy-P-075-V3,OnePiece,,2026-07-21 14:17:16.117543+00,
6e1771ca-d346-4177-83e3-5fba6393aaf3,595944d6-9be2-4fd8-97b4-a7ea66558e62,/OnePiece/Products/Singles/Bonds-of-Master-and-Disciple-Non-English/Koala-OP12-081-V2,OnePiece,,2026-07-21 21:51:29.742061+00,
6f4fa9e7-835d-4881-9aec-cae5574cb3a6,ba3e96eb-1198-4820-a607-c87b8139e72d,/OnePiece/Products/Singles/Starter-Deck-Purple-Black-MonkeyDLuffy-Non-English/MonkeyDLuffy-OP09-061,OnePiece,,2026-07-21 14:03:46.933463+00,
729dacce-6173-4078-a172-8af4cce0c314,595944d6-9be2-4fd8-97b4-a7ea66558e62,/OnePiece/Products/Singles/Unnumbered-Promos/Nami-PRB02-012-V1,OnePiece,,2026-07-21 21:40:59.632682+00,
747ece92-d7d7-4fc4-9887-5d26436c7201,ba3e96eb-1198-4820-a607-c87b8139e72d,/OnePiece/Products/Singles/Unnumbered-Promos-Japanese/MonkeyDLuffy-OP07-109-V1,OnePiece,,2026-07-21 12:56:18.80023+00,6
75f9af9a-c382-436b-a8b7-ba1b77296b1e,ba3e96eb-1198-4820-a607-c87b8139e72d,/OnePiece/Products/Singles/Ultra-Deck-EX-Gear-5/MonkeyDLuffy-ST21-014-V2,OnePiece,,2026-07-21 13:01:06.085162+00,9
76b7c145-14b4-4c6b-b4b6-afe095b08717,ba3e96eb-1198-4820-a607-c87b8139e72d,/OnePiece/Products/Singles/Emperors-in-the-New-World-Non-English/MonkeyDLuffy-OP09-061-V2,OnePiece,,2026-07-21 12:59:11.598843+00,19
7ab04051-3167-45c2-9388-0a8703a44a14,ba3e96eb-1198-4820-a607-c87b8139e72d,/Riftbound/Products/Singles/Spiritforged/Irelia-Fervent-V2-Showcase,Riftbound,,2026-07-21 13:04:45.975859+00,19
7b127a93-43fd-4d5f-a925-106cd0df9b28,ba3e96eb-1198-4820-a607-c87b8139e72d,/OnePiece/Products/Singles/Starter-Deck-Straw-Hat-Crew-Non-English/MonkeyDLuffy-ST01-001-V3,OnePiece,,2026-07-21 12:13:25.343549+00,10
