id,user_id,tcg,card_id,created_at
ae6c9a1d-b0f8-4988-ba8c-4b64d52257ba,595944d6-9be2-4fd8-97b4-a7ea66558e62,OnePiece,/OnePiece/Products/Singles/Unnumbered-Promos-Japanese/MonkeyDLuffy-ST21-014-V1,2026-07-21 21:46:18.010854+00
aed6279a-59a3-4af9-b340-3fb7714be4a7,595944d6-9be2-4fd8-97b4-a7ea66558e62,OnePiece,/OnePiece/Products/Singles/The-Best-Non-English/MonkeyDLuffy-OP01-024,2026-07-21 21:53:30.534129+00
af0246f2-471c-4283-83ed-2fb4f9e39dd7,ba3e96eb-1198-4820-a607-c87b8139e72d,OnePiece,/OnePiece/Products/Singles/Awakening-of-the-New-Era-Japanese/MonkeyDLuffy-ST01-012-V1,2026-07-20 12:48:51.245551+00
b0c50620-f322-4b4b-bb3e-8e55ad07faeb,ba3e96eb-1198-4820-a607-c87b8139e72d,OnePiece,/OnePiece/Products/Singles/Carrying-on-his-Will-Non-English/MonkeyDLuffy-OP13-118-V5,2026-07-16 09:01:04.653287+00
b12b403c-df73-4ad4-a970-4dad1f42460c,595944d6-9be2-4fd8-97b4-a7ea66558e62,OnePiece,/OnePiece/Products/Singles/Premium-Bandai-Products/Jinbe-ST01-005-V1,2026-07-21 21:50:53.128057+00
b2e22ae1-3e87-45a0-95e6-94a1698db244,ba3e96eb-1198-4820-a607-c87b8139e72d,OnePiece,/OnePiece/Products/Singles/Promos/MonkeyDLuffy-P-006-V2,2026-07-15 16:54:28.078736+00
b39a74cb-9cbc-4041-b7e9-59b1b68fa4c2,ba3e96eb-1198-4820-a607-c87b8139e72d,OnePiece,/OnePiece/Products/Singles/Unnumbered-Promos-Japanese/MonkeyDLuffy-ST21-001-V1,2026-07-20 12:48:36.065368+00
b6947095-8012-4ac8-8d33-5ea2b15cb573,ba3e96eb-1198-4820-a607-c87b8139e72d,OnePiece,/OnePiece/Products/Singles/A-Fist-of-Divine-Speed-Non-English/Luffy-Tarou-ST18-005,2026-07-16 08:52:13.304036+00
b8d81356-8519-4947-965c-6d1ec31d9cb6,a7bfa0fe-3799-42a2-9edf-5e6b8668ed5d,Pokemon,/Pokemon/Products/Singles/MEP-Black-Star-Promos/Charmander-MEP038,2026-07-20 16:48:12.650212+00
b92501bd-030f-401a-b1d0-2af71c0c804a,595944d6-9be2-4fd8-97b4-a7ea66558e62,OnePiece,/OnePiece/Products/Singles/Carrying-on-his-Will-Non-English/MonkeyDLuffy-OP13-118-V1,2026-07-21 21:58:24.415424+00
